Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3133,57,Female,Shirt,Accessories,203,Delhi,XL,White,Autumn,3.1,Yes,Next Day,Yes,Yes,15,UPI,Weekly
3134,22,Female,Watch,Clothing,354,Mumbai,L,Blue,Spring,4.1,Yes,Standard,Yes,No,37,UPI,Quarterly
3135,54,Female,Bag,Clothing,209,Delhi,XL,Blue,Winter,1.3,No,Express,Yes,Yes,8,Card,Weekly
3136,18,Male,Shirt,Footwear,410,Delhi,M,White,Spring,2.3,No,Next Day,Yes,Yes,16,Net Banking,Quarterly
3137,48,Male,Jeans,Footwear,467,Delhi,S,Red,Spring,4.8,Yes,Standard,No,Yes,14,Cash,Weekly
3138,42,Female,Bag,Accessories,384,Bangalore,M,Black,Autumn,2.3,No,Next Day,No,Yes,24,Net Banking,Monthly
3139,42,Female,Watch,Clothing,29,Lucknow,XL,Red,Autumn,3.5,Yes,Express,Yes,No,43,UPI,Weekly
3140,43,Female,Shirt,Clothing,387,Delhi,XL,Red,Spring,3.1,Yes,Standard,No,Yes,43,Card,Weekly
3141,43,Female,Shoes,Clothing,111,Bangalore,L,Red,Autumn,4.7,No,Express,Yes,No,44,UPI,Weekly
3142,39,Female,Watch,Clothing,445,Mumbai,M,Black,Autumn,1.7,No,Express,Yes,No,46,UPI,Weekly
3143,41,Female,Watch,Accessories,489,Mumbai,L,Blue,Summer,2.2,Yes,Standard,No,Yes,1,Card,Weekly
3144,47,Female,Shirt,Clothing,51,Mumbai,L,Red,Autumn,4.4,Yes,Standard,No,Yes,49,Card,Quarterly
3145,57,Female,Watch,Clothing,58,Lucknow,L,Red,Autumn,3.7,Yes,Next Day,Yes,No,43,Net Banking,Quarterly
3146,46,Male,Jeans,Clothing,351,Bangalore,XL,Red,Summer,3.2,No,Next Day,Yes,No,36,Cash,Weekly
3147,51,Female,Watch,Footwear,80,Bangalore,L,White,Spring,2.6,No,Next Day,No,Yes,4,Cash,Quarterly
3148,61,Male,Shoes,Accessories,484,Lucknow,S,Red,Summer,2.6,No,Express,No,Yes,36,UPI,Weekly
3149,69,Female,Jeans,Clothing,274,Bangalore,S,Blue,Winter,4.7,No,Next Day,Yes,Yes,33,UPI,Weekly
3150,23,Female,Watch,Footwear,291,Delhi,L,Red,Summer,3.7,Yes,Express,Yes,Yes,4,Cash,Quarterly
3151,55,Female,Shirt,Accessories,431,Delhi,XL,Blue,Autumn,4.7,No,Next Day,No,Yes,10,UPI,Monthly
3152,29,Male,Shirt,Clothing,116,Mumbai,XL,Blue,Summer,4.9,Yes,Next Day,No,No,37,Net Banking,Weekly
3153,28,Female,Jeans,Footwear,282,Delhi,L,Red,Autumn,3.2,No,Express,Yes,No,8,Card,Quarterly
3154,59,Male,Shoes,Footwear,499,Bangalore,L,Blue,Autumn,3.4,Yes,Express,No,No,17,Net Banking,Monthly
3155,21,Female,Shirt,Accessories,20,Mumbai,XL,Red,Summer,3.6,No,Next Day,No,Yes,30,Net Banking,Weekly
3156,62,Male,Bag,Clothing,95,Delhi,XL,Red,Autumn,4.4,No,Standard,Yes,Yes,43,Cash,Weekly
3157,58,Male,Bag,Clothing,81,Mumbai,S,White,Winter,3.6,No,Standard,Yes,No,14,UPI,Weekly
3158,69,Female,Bag,Accessories,174,Lucknow,M,Black,Winter,1.5,No,Express,No,No,0,Net Banking,Weekly
3159,52,Female,Watch,Footwear,73,Lucknow,M,Blue,Winter,4.8,Yes,Standard,Yes,Yes,42,Net Banking,Quarterly
3160,63,Male,Jeans,Footwear,94,Lucknow,L,White,Spring,3.6,Yes,Next Day,No,No,46,Net Banking,Weekly
3161,24,Male,Watch,Footwear,427,Lucknow,M,Blue,Winter,4.5,Yes,Standard,Yes,No,42,Card,Weekly
3162,64,Male,Shirt,Footwear,237,Bangalore,M,Red,Autumn,2.7,No,Express,Yes,Yes,24,Cash,Weekly
3163,26,Female,Shirt,Accessories,185,Lucknow,S,Red,Summer,2.9,Yes,Next Day,Yes,Yes,36,Card,Quarterly
3164,34,Male,Shirt,Accessories,215,Lucknow,S,White,Summer,3.8,No,Express,No,No,6,Card,Monthly
3165,24,Male,Shoes,Footwear,485,Bangalore,M,Black,Spring,4.1,No,Next Day,Yes,No,31,Card,Quarterly
3166,38,Male,Shoes,Footwear,250,Mumbai,XL,Blue,Winter,1.3,Yes,Express,No,Yes,30,Net Banking,Monthly
3167,56,Male,Jeans,Accessories,239,Lucknow,M,Blue,Winter,2.6,No,Express,Yes,No,31,Cash,Quarterly
3168,31,Male,Shoes,Clothing,464,Mumbai,S,Red,Spring,4.1,Yes,Express,Yes,No,34,Net Banking,Monthly
3169,60,Female,Shirt,Footwear,28,Delhi,M,White,Autumn,5,Yes,Next Day,Yes,Yes,44,Cash,Monthly
3170,49,Female,Jeans,Clothing,244,Delhi,XL,Black,Autumn,1,No,Next Day,Yes,Yes,38,Cash,Quarterly
3171,50,Male,Shoes,Accessories,376,Bangalore,L,Black,Spring,2.1,Yes,Standard,Yes,Yes,1,Card,Monthly
3172,66,Female,Jeans,Accessories,262,Delhi,L,White,Autumn,2.9,Yes,Express,No,No,35,Cash,Monthly
3173,40,Female,Watch,Footwear,435,Delhi,S,Red,Winter,1.9,No,Next Day,No,Yes,36,Net Banking,Quarterly
3174,35,Male,Jeans,Clothing,444,Delhi,XL,Red,Summer,1.1,No,Express,No,Yes,27,UPI,Monthly
3175,69,Female,Jeans,Accessories,174,Bangalore,S,Black,Autumn,3.2,Yes,Express,Yes,Yes,31,Cash,Quarterly
3176,46,Female,Shirt,Accessories,410,Mumbai,XL,Red,Winter,3.6,No,Next Day,No,Yes,4,Cash,Monthly
3177,49,Female,Watch,Clothing,129,Bangalore,XL,Blue,Summer,2.7,No,Express,Yes,Yes,13,Cash,Quarterly
3178,33,Male,Bag,Clothing,127,Bangalore,L,Red,Spring,2.5,Yes,Standard,No,No,43,Net Banking,Monthly
3179,29,Male,Watch,Accessories,488,Lucknow,XL,Black,Summer,4.9,Yes,Standard,No,Yes,0,UPI,Quarterly
3180,26,Male,Watch,Footwear,16,Delhi,XL,Blue,Spring,2.9,Yes,Standard,No,Yes,49,Net Banking,Weekly
3181,29,Male,Bag,Accessories,183,Mumbai,L,Red,Summer,4.2,No,Next Day,Yes,Yes,11,Net Banking,Monthly
3182,28,Female,Shoes,Footwear,318,Bangalore,XL,Red,Autumn,2.1,Yes,Next Day,Yes,No,38,Card,Quarterly
3183,56,Female,Jeans,Footwear,212,Mumbai,L,White,Spring,4.3,Yes,Express,No,No,10,Cash,Weekly
3184,21,Female,Watch,Footwear,423,Delhi,L,White,Autumn,4.3,Yes,Next Day,Yes,No,1,Card,Monthly
3185,50,Female,Jeans,Footwear,133,Delhi,M,Black,Winter,2.1,No,Next Day,Yes,Yes,30,UPI,Weekly
3186,67,Female,Shoes,Footwear,280,Mumbai,L,Black,Summer,3.6,Yes,Express,Yes,Yes,37,UPI,Monthly
3187,57,Male,Jeans,Footwear,71,Mumbai,M,Blue,Winter,3.7,No,Next Day,Yes,Yes,4,Cash,Monthly
3188,38,Male,Shoes,Clothing,113,Delhi,S,White,Summer,2.8,No,Standard,Yes,Yes,13,UPI,Monthly
3189,21,Male,Bag,Footwear,95,Mumbai,M,Blue,Autumn,4.1,No,Next Day,No,No,15,UPI,Weekly
3190,61,Male,Jeans,Clothing,373,Bangalore,S,White,Spring,2.2,No,Standard,No,No,48,Net Banking,Quarterly
3191,18,Female,Shoes,Footwear,109,Lucknow,XL,Black,Summer,2.9,Yes,Next Day,No,Yes,15,Net Banking,Quarterly
3192,53,Male,Shoes,Accessories,338,Bangalore,M,White,Winter,5,No,Standard,No,Yes,3,Card,Monthly
3193,52,Male,Jeans,Footwear,179,Delhi,XL,Black,Autumn,1.7,Yes,Next Day,No,Yes,49,UPI,Monthly
3194,27,Male,Jeans,Accessories,286,Bangalore,M,White,Autumn,1.6,Yes,Express,Yes,Yes,4,Net Banking,Monthly
3195,56,Female,Shoes,Accessories,438,Delhi,M,White,Autumn,1.6,No,Standard,Yes,Yes,24,Card,Weekly
3196,27,Female,Shoes,Accessories,433,Delhi,S,Blue,Spring,5,Yes,Express,No,Yes,9,Cash,Monthly
3197,29,Male,Shoes,Accessories,15,Bangalore,XL,Blue,Winter,1.6,Yes,Next Day,Yes,No,12,UPI,Monthly
3198,60,Male,Shirt,Accessories,394,Mumbai,L,Red,Summer,1.8,No,Standard,Yes,Yes,37,Cash,Quarterly
3199,68,Male,Bag,Accessories,478,Mumbai,M,Red,Spring,3.8,No,Standard,Yes,No,6,Cash,Quarterly
3200,31,Female,Shoes,Accessories,337,Lucknow,L,Black,Winter,4,Yes,Express,Yes,No,32,Cash,Weekly
3201,65,Male,Jeans,Accessories,101,Delhi,XL,Black,Spring,3.1,No,Standard,Yes,Yes,28,UPI,Monthly
3202,65,Female,Shirt,Clothing,335,Delhi,L,White,Winter,4.9,Yes,Next Day,No,No,36,Net Banking,Quarterly
3203,58,Female,Watch,Accessories,321,Bangalore,M,White,Summer,1.2,No,Express,No,Yes,8,UPI,Monthly
3204,25,Female,Bag,Clothing,334,Mumbai,XL,Black,Spring,3.5,No,Next Day,Yes,No,17,UPI,Quarterly
3205,33,Male,Watch,Clothing,220,Lucknow,XL,White,Spring,3.4,Yes,Express,Yes,No,0,UPI,Monthly
3206,53,Male,Shirt,Accessories,267,Delhi,XL,White,Autumn,2.3,No,Next Day,No,No,43,UPI,Weekly
3207,69,Male,Bag,Clothing,329,Mumbai,S,White,Autumn,4.6,No,Standard,Yes,No,49,Cash,Weekly
3208,60,Female,Watch,Accessories,237,Delhi,XL,Black,Spring,3.2,No,Express,Yes,Yes,22,Cash,Weekly
3209,39,Male,Shoes,Footwear,389,Delhi,S,Red,Summer,2,Yes,Express,No,Yes,26,Net Banking,Monthly
3210,30,Male,Jeans,Footwear,357,Mumbai,L,Black,Spring,1.4,Yes,Express,Yes,No,6,UPI,Quarterly
3211,67,Male,Bag,Clothing,158,Bangalore,L,Black,Autumn,1.4,Yes,Standard,Yes,No,43,Net Banking,Monthly
3212,32,Female,Shoes,Accessories,309,Delhi,S,Black,Winter,4.6,No,Express,No,No,38,UPI,Weekly
3213,35,Female,Shirt,Accessories,380,Lucknow,S,Blue,Summer,2,No,Next Day,No,Yes,5,Net Banking,Monthly
3214,68,Male,Shirt,Footwear,250,Bangalore,XL,Red,Winter,4.6,Yes,Standard,No,Yes,26,Net Banking,Weekly
3215,47,Female,Bag,Accessories,360,Mumbai,XL,Black,Summer,1.5,Yes,Next Day,Yes,No,8,Cash,Monthly
3216,31,Female,Bag,Footwear,72,Lucknow,S,Black,Spring,4.9,Yes,Next Day,No,No,29,Cash,Weekly
3217,18,Female,Jeans,Footwear,199,Mumbai,L,Blue,Summer,4.3,No,Standard,Yes,Yes,32,Cash,Weekly
3218,40,Female,Watch,Clothing,353,Delhi,S,Black,Winter,1.5,Yes,Next Day,No,Yes,19,Card,Weekly
3219,69,Male,Shirt,Accessories,448,Lucknow,L,White,Winter,1.3,No,Express,Yes,Yes,22,Net Banking,Monthly
3220,40,Female,Bag,Accessories,326,Delhi,M,Black,Autumn,4.2,No,Express,No,Yes,35,Cash,Monthly
3221,54,Female,Bag,Accessories,335,Lucknow,XL,Blue,Summer,1.3,Yes,Standard,Yes,Yes,7,UPI,Weekly
3222,31,Female,Shirt,Accessories,177,Lucknow,L,Blue,Winter,2,Yes,Standard,No,Yes,1,UPI,Quarterly
3223,58,Female,Watch,Clothing,353,Lucknow,M,Black,Autumn,4.2,Yes,Standard,No,No,20,Cash,Weekly
3224,58,Female,Bag,Accessories,184,Mumbai,L,White,Winter,4.6,No,Standard,Yes,Yes,24,UPI,Monthly
3225,49,Male,Shirt,Footwear,35,Bangalore,M,Black,Autumn,4.1,Yes,Express,Yes,No,14,Net Banking,Weekly
3226,58,Female,Bag,Clothing,130,Lucknow,S,Blue,Autumn,4.6,No,Next Day,Yes,Yes,21,Card,Weekly
3227,48,Female,Watch,Accessories,309,Delhi,L,Red,Winter,3.2,No,Next Day,No,No,5,Cash,Weekly
3228,37,Male,Shoes,Footwear,481,Mumbai,XL,Blue,Winter,4.1,No,Standard,No,Yes,37,Card,Monthly
3229,56,Male,Shoes,Accessories,252,Mumbai,M,Blue,Autumn,2.4,Yes,Express,No,No,38,Cash,Weekly
3230,61,Female,Shirt,Footwear,431,Bangalore,S,Black,Spring,4.1,Yes,Standard,No,Yes,13,UPI,Weekly
3231,61,Male,Shoes,Accessories,391,Bangalore,S,Blue,Summer,3.7,Yes,Standard,Yes,No,32,Card,Monthly
3232,29,Female,Jeans,Clothing,284,Lucknow,M,Black,Autumn,3.3,No,Express,Yes,Yes,11,Cash,Monthly
3233,53,Female,Watch,Footwear,404,Mumbai,XL,Blue,Autumn,5,Yes,Standard,Yes,Yes,19,Cash,Quarterly
3234,18,Female,Shirt,Clothing,206,Delhi,M,Blue,Summer,2.9,Yes,Next Day,Yes,Yes,15,UPI,Monthly
3235,47,Male,Bag,Clothing,226,Delhi,XL,Blue,Spring,3.5,Yes,Standard,Yes,No,48,Net Banking,Weekly
3236,47,Male,Shirt,Clothing,371,Lucknow,M,Black,Winter,3,Yes,Standard,Yes,Yes,24,Card,Quarterly
3237,36,Female,Bag,Footwear,323,Mumbai,M,White,Winter,2,Yes,Next Day,No,Yes,31,UPI,Quarterly
3238,69,Female,Shirt,Footwear,268,Bangalore,XL,Black,Spring,2.3,Yes,Standard,Yes,No,10,Card,Quarterly
3239,63,Male,Watch,Clothing,222,Bangalore,L,Black,Summer,4.9,Yes,Standard,No,Yes,46,Net Banking,Quarterly
3240,20,Male,Bag,Accessories,488,Lucknow,S,Black,Summer,2.6,No,Next Day,Yes,No,34,Card,Quarterly
3241,28,Male,Watch,Accessories,42,Delhi,S,White,Winter,3.7,No,Next Day,No,Yes,5,Card,Quarterly
3242,28,Female,Bag,Clothing,37,Delhi,S,Blue,Winter,3.3,No,Next Day,No,Yes,16,Cash,Monthly
3243,64,Female,Shoes,Footwear,244,Bangalore,XL,Blue,Summer,4.6,Yes,Express,No,No,25,UPI,Monthly
3244,44,Male,Shoes,Footwear,26,Mumbai,S,White,Summer,4,No,Express,No,Yes,21,UPI,Monthly
3245,55,Male,Shoes,Accessories,177,Lucknow,S,Black,Summer,1.3,Yes,Next Day,Yes,No,40,Card,Monthly
3246,60,Male,Bag,Accessories,288,Delhi,XL,Black,Spring,2.4,Yes,Next Day,No,Yes,27,Cash,Monthly
3247,57,Female,Bag,Footwear,208,Mumbai,L,Black,Summer,3.8,No,Express,Yes,No,27,Cash,Weekly
3248,22,Male,Watch,Accessories,109,Lucknow,XL,Red,Summer,1.6,Yes,Standard,No,Yes,18,UPI,Quarterly
3249,25,Male,Shirt,Accessories,149,Lucknow,S,White,Spring,3,No,Next Day,Yes,No,42,Net Banking,Weekly
3250,38,Male,Shoes,Accessories,306,Delhi,L,Red,Autumn,2.3,Yes,Next Day,Yes,Yes,35,UPI,Quarterly
3251,35,Female,Jeans,Accessories,476,Lucknow,S,White,Winter,,Yes,Next Day,No,No,35,Net Banking,Quarterly
3252,56,Male,Jeans,Accessories,392,Delhi,L,White,Summer,5,No,Express,No,Yes,32,Cash,Quarterly
3253,26,Male,Jeans,Clothing,278,Delhi,S,Blue,Summer,4.7,Yes,Express,No,No,33,Card,Monthly
3254,37,Female,Shoes,Accessories,77,Lucknow,XL,Black,Summer,4,No,Next Day,No,Yes,37,Cash,Monthly
3255,30,Male,Shirt,Accessories,128,Delhi,M,Black,Spring,1.8,Yes,Express,Yes,Yes,11,Net Banking,Monthly
3256,27,Male,Shirt,Clothing,225,Mumbai,M,White,Autumn,5,No,Next Day,No,No,26,Cash,Quarterly
3257,26,Female,Shirt,Accessories,130,Delhi,XL,Red,Summer,3.5,Yes,Next Day,Yes,No,6,UPI,Monthly
3258,28,Female,Jeans,Accessories,347,Bangalore,S,White,Winter,4.9,Yes,Standard,Yes,Yes,18,UPI,Monthly
3259,47,Male,Jeans,Accessories,189,Delhi,XL,Red,Summer,1.2,Yes,Standard,Yes,Yes,14,Net Banking,Weekly
3260,39,Male,Jeans,Footwear,418,Mumbai,L,White,Winter,1.7,Yes,Standard,No,Yes,10,UPI,Weekly
3261,40,Male,Watch,Accessories,141,Mumbai,L,White,Summer,3.7,No,Express,Yes,No,27,UPI,Weekly
3262,42,Female,Shoes,Accessories,253,Bangalore,M,White,Spring,4.6,No,Next Day,Yes,Yes,21,Cash,Quarterly
3263,56,Female,Bag,Clothing,360,Mumbai,XL,White,Summer,1.7,No,Next Day,Yes,No,22,Net Banking,Quarterly
3264,62,Female,Jeans,Footwear,111,Delhi,M,Black,Winter,2.3,Yes,Standard,Yes,No,43,Net Banking,Quarterly
3265,45,Female,Jeans,Clothing,383,Mumbai,M,Red,Summer,3.4,No,Standard,No,No,18,Cash,Monthly
3266,51,Male,Bag,Accessories,297,Mumbai,M,White,Winter,5,Yes,Next Day,Yes,No,6,UPI,Quarterly
3267,56,Female,Jeans,Clothing,327,Mumbai,M,Blue,Autumn,4.2,Yes,Standard,No,Yes,39,UPI,Weekly
3268,53,Female,Shoes,Footwear,232,Bangalore,M,White,Autumn,4.7,Yes,Express,Yes,No,10,Cash,Quarterly
3269,24,Male,Bag,Accessories,468,Mumbai,S,Blue,Winter,3.7,No,Standard,Yes,Yes,48,Card,Quarterly
3270,69,Female,Jeans,Clothing,388,Mumbai,M,Black,Autumn,4.5,Yes,Standard,No,No,33,UPI,Monthly
3271,26,Female,Shoes,Clothing,104,Lucknow,M,Red,Autumn,3,No,Express,Yes,Yes,12,UPI,Weekly
3272,39,Female,Watch,Footwear,282,Mumbai,M,Black,Spring,1.5,Yes,Next Day,Yes,No,28,Net Banking,Quarterly
3273,51,Female,Bag,Accessories,452,Mumbai,XL,Blue,Autumn,3.8,Yes,Next Day,Yes,Yes,46,Net Banking,Weekly
3274,38,Male,Shoes,Clothing,146,Delhi,S,White,Autumn,3.4,No,Express,Yes,Yes,45,UPI,Monthly
3275,30,Male,Shoes,Footwear,272,Bangalore,XL,Black,Spring,2.9,No,Express,No,Yes,19,Cash,Weekly
3276,66,Male,Watch,Clothing,379,Bangalore,XL,Black,Autumn,2.1,No,Next Day,No,No,1,UPI,Monthly
3277,21,Female,Bag,Accessories,143,Bangalore,S,White,Autumn,4.1,No,Express,Yes,No,3,Net Banking,Quarterly
3278,30,Female,Shoes,Clothing,263,Delhi,L,White,Summer,4.3,No,Standard,No,Yes,43,UPI,Weekly
3279,69,Male,Watch,Clothing,280,Mumbai,S,Blue,Spring,2.5,Yes,Next Day,Yes,Yes,33,Cash,Weekly
3280,55,Male,Shirt,Clothing,96,Mumbai,S,Blue,Spring,4.7,Yes,Standard,No,No,36,Cash,Monthly
3281,22,Male,Shirt,Clothing,97,Lucknow,XL,White,Spring,2.5,No,Standard,No,No,36,Net Banking,Quarterly
3282,57,Female,Jeans,Footwear,285,Mumbai,S,Red,Spring,1.4,No,Standard,Yes,Yes,38,Cash,Weekly
3283,68,Male,Watch,Accessories,97,Mumbai,M,White,Spring,1.7,No,Express,No,Yes,25,UPI,Weekly
3284,23,Male,Bag,Footwear,474,Mumbai,S,Black,Autumn,3,Yes,Standard,Yes,Yes,18,Cash,Quarterly
3285,39,Male,Shirt,Clothing,266,Lucknow,S,Red,Summer,1.3,No,Express,No,Yes,11,UPI,Quarterly
3286,42,Female,Bag,Footwear,355,Bangalore,S,Red,Spring,3.9,Yes,Express,No,Yes,15,Cash,Quarterly
3287,24,Male,Bag,Clothing,204,Lucknow,XL,Black,Spring,4.2,No,Standard,Yes,No,37,Net Banking,Quarterly
3288,28,Male,Bag,Clothing,156,Mumbai,S,Red,Autumn,3.2,Yes,Express,No,Yes,0,UPI,Quarterly
3289,27,Male,Shirt,Clothing,248,Lucknow,XL,Black,Winter,4.6,Yes,Express,Yes,Yes,7,Net Banking,Weekly
3290,27,Male,Bag,Footwear,358,Lucknow,S,White,Winter,4.8,Yes,Standard,Yes,No,39,Card,Weekly
3291,38,Male,Bag,Footwear,204,Bangalore,XL,Red,Winter,2.8,No,Next Day,No,No,32,UPI,Monthly
3292,42,Female,Shoes,Footwear,148,Bangalore,XL,Black,Summer,1.4,No,Next Day,No,Yes,8,Net Banking,Monthly
3293,30,Female,Shirt,Footwear,80,Lucknow,L,Red,Autumn,1.9,No,Next Day,Yes,No,1,Cash,Weekly
3294,33,Female,Jeans,Clothing,275,Lucknow,XL,Black,Spring,3.6,No,Standard,No,Yes,11,UPI,Monthly
3295,27,Female,Watch,Footwear,343,Mumbai,M,White,Spring,2.6,No,Express,No,No,5,Cash,Quarterly
3296,59,Female,Watch,Accessories,268,Bangalore,XL,Black,Spring,3.7,Yes,Express,No,Yes,13,Card,Quarterly
3297,29,Male,Watch,Accessories,134,Mumbai,S,Red,Spring,3.7,Yes,Standard,No,Yes,41,Net Banking,Quarterly
3298,65,Female,Watch,Accessories,131,Delhi,L,Black,Summer,3.4,No,Next Day,Yes,No,43,Card,Weekly
3299,46,Male,Shirt,Accessories,194,Mumbai,XL,Black,Spring,1.6,No,Express,Yes,Yes,14,Cash,Quarterly
3300,59,Male,Bag,Clothing,180,Lucknow,L,White,Winter,2.1,Yes,Express,No,No,14,UPI,Monthly
3301,51,Female,Jeans,Clothing,109,Lucknow,M,Blue,Autumn,2.5,No,Next Day,No,Yes,41,Cash,Weekly
3302,31,Male,Shoes,Accessories,471,Lucknow,L,Black,Autumn,4.3,Yes,Standard,No,No,21,UPI,Quarterly
3303,49,Male,Jeans,Accessories,171,Lucknow,XL,Red,Spring,3.7,Yes,Express,Yes,No,10,Card,Weekly
3304,32,Male,Shirt,Footwear,132,Bangalore,XL,Black,Winter,3.6,No,Next Day,Yes,Yes,37,Cash,Weekly
3305,24,Male,Shoes,Accessories,307,Lucknow,L,Red,Spring,3.7,Yes,Next Day,Yes,No,24,Net Banking,Quarterly
3306,31,Female,Shoes,Clothing,402,Delhi,L,White,Winter,3,No,Express,Yes,Yes,44,Cash,Quarterly
3307,32,Female,Watch,Accessories,237,Mumbai,XL,Red,Autumn,1.2,Yes,Express,Yes,No,43,Card,Weekly
3308,25,Male,Shirt,Accessories,337,Delhi,L,Black,Spring,1.8,No,Standard,Yes,Yes,39,Card,Quarterly
3309,19,Male,Shoes,Footwear,56,Lucknow,S,Black,Spring,1.6,Yes,Standard,No,Yes,48,UPI,Quarterly
3310,67,Female,Watch,Accessories,270,Bangalore,XL,Black,Autumn,1.3,Yes,Standard,Yes,Yes,26,UPI,Quarterly
3311,44,Female,Shoes,Accessories,42,Lucknow,S,Red,Winter,2.3,No,Next Day,No,Yes,27,Card,Monthly
3312,38,Male,Jeans,Footwear,77,Mumbai,L,Red,Summer,4.2,No,Next Day,Yes,Yes,0,Net Banking,Quarterly
3313,66,Female,Jeans,Accessories,300,Mumbai,M,Red,Spring,1.5,No,Standard,No,Yes,8,Cash,Weekly
3314,29,Male,Shoes,Footwear,110,Bangalore,S,Blue,Summer,1.4,Yes,Standard,Yes,No,7,Net Banking,Quarterly
3315,38,Male,Bag,Footwear,27,Bangalore,M,Black,Summer,1.5,Yes,Express,No,Yes,46,Net Banking,Quarterly
3316,62,Male,Shoes,Footwear,97,Mumbai,S,White,Summer,2.1,Yes,Next Day,Yes,Yes,12,Net Banking,Monthly
3317,50,Female,Shoes,Footwear,388,Mumbai,M,Red,Winter,1.8,No,Express,No,No,31,Card,Monthly
3318,38,Male,Watch,Accessories,297,Bangalore,M,Red,Summer,1.1,Yes,Standard,No,Yes,20,Card,Monthly
3319,31,Male,Shoes,Clothing,197,Delhi,M,Black,Spring,2.1,No,Express,No,No,38,Cash,Weekly
3320,19,Male,Shirt,Accessories,486,Delhi,S,Blue,Autumn,5,Yes,Standard,No,No,18,Net Banking,Weekly
3321,22,Male,Shoes,Clothing,199,Delhi,L,Blue,Autumn,2.3,No,Express,No,Yes,46,Cash,Monthly
3322,26,Female,Jeans,Accessories,439,Delhi,S,Red,Autumn,1.8,Yes,Next Day,No,Yes,25,Net Banking,Weekly
3323,58,Male,Shoes,Footwear,179,Delhi,XL,White,Autumn,3,Yes,Standard,Yes,No,12,Cash,Monthly
3324,51,Male,Shoes,Accessories,22,Delhi,S,White,Summer,1.9,Yes,Next Day,Yes,Yes,20,UPI,Monthly
3325,40,Female,Watch,Clothing,64,Delhi,S,Red,Summer,3.2,Yes,Express,No,Yes,18,Card,Quarterly
3326,58,Female,Shirt,Clothing,144,Lucknow,M,Blue,Spring,2.6,No,Standard,Yes,No,36,Cash,Weekly
3327,26,Male,Shoes,Footwear,101,Delhi,M,Blue,Spring,4.6,No,Standard,No,Yes,16,UPI,Quarterly
3328,28,Female,Shirt,Footwear,87,Bangalore,XL,Red,Autumn,4.7,Yes,Standard,No,No,2,UPI,Weekly
3329,38,Female,Jeans,Accessories,197,Delhi,L,Blue,Summer,3.9,Yes,Next Day,Yes,Yes,39,Net Banking,Monthly
3330,65,Female,Jeans,Footwear,488,Lucknow,M,Blue,Autumn,1.9,Yes,Next Day,No,No,49,Cash,Quarterly
3331,49,Female,Watch,Footwear,108,Delhi,XL,White,Winter,2.9,Yes,Express,No,No,12,UPI,Monthly
3332,62,Female,Shoes,Accessories,125,Bangalore,S,Red,Autumn,2.2,No,Express,Yes,No,42,Net Banking,Weekly
3333,30,Male,Watch,Clothing,497,Bangalore,XL,Blue,Spring,4.2,No,Express,No,Yes,1,Cash,Quarterly
3334,62,Male,Watch,Footwear,108,Lucknow,M,Red,Spring,1.1,No,Express,No,Yes,16,UPI,Weekly
3335,21,Male,Jeans,Accessories,416,Bangalore,M,Blue,Spring,3.6,No,Express,Yes,Yes,0,Net Banking,Weekly
3336,29,Male,Shirt,Footwear,314,Bangalore,M,Black,Summer,2.3,Yes,Standard,No,No,19,Card,Quarterly
3337,45,Female,Watch,Footwear,464,Lucknow,S,White,Spring,2.9,Yes,Next Day,No,Yes,30,UPI,Monthly
3338,20,Male,Shirt,Accessories,282,Lucknow,L,Blue,Winter,2.3,Yes,Next Day,No,No,48,UPI,Weekly
3339,62,Male,Bag,Accessories,300,Mumbai,L,Blue,Summer,2.5,No,Next Day,Yes,Yes,42,Card,Quarterly
3340,63,Female,Jeans,Clothing,120,Lucknow,L,Black,Autumn,3.7,Yes,Standard,No,Yes,46,Cash,Monthly
3341,46,Female,Shirt,Footwear,291,Lucknow,L,White,Spring,3.4,Yes,Express,No,No,32,Card,Weekly
3342,33,Female,Shirt,Clothing,338,Bangalore,S,Red,Spring,2,No,Standard,Yes,No,19,Cash,Weekly
3343,23,Male,Jeans,Accessories,493,Lucknow,XL,Blue,Spring,1.2,Yes,Express,No,Yes,45,Net Banking,Quarterly
3344,50,Male,Shirt,Accessories,57,Delhi,L,Red,Summer,4.4,Yes,Standard,No,No,2,UPI,Quarterly
3345,45,Female,Watch,Clothing,86,Bangalore,L,Blue,Summer,3,No,Express,Yes,Yes,40,Card,Quarterly
3346,57,Male,Bag,Accessories,19,Bangalore,S,Blue,Summer,3.5,Yes,Standard,No,No,49,Net Banking,Monthly
3347,49,Male,Shoes,Footwear,397,Lucknow,XL,Blue,Winter,3,Yes,Express,Yes,Yes,1,Cash,Quarterly
3348,24,Female,Jeans,Clothing,50,Delhi,L,Black,Autumn,3.5,No,Express,No,Yes,32,Card,Monthly
3349,24,Male,Jeans,Clothing,458,Lucknow,M,White,Autumn,3.5,Yes,Express,Yes,No,43,Cash,Weekly
3350,58,Female,Shoes,Clothing,188,Delhi,XL,White,Spring,1.1,No,Express,No,Yes,34,Card,Weekly
